"105","1","62","Beef Burgers",NULL,NULL,"2018-12-11 14:20:18","2018-12-11 14:20:18"
"106","1","63","Chicken Wings",NULL,NULL,"2018-12-11 14:21:34","2018-12-11 14:21:34"
"107","1","64","Cheese Burgers",NULL,NULL,"2018-12-11 14:22:14","2018-12-11 14:22:14"
"108","1","65","Pizza",NULL,NULL,"2018-12-11 14:22:38","2018-12-11 14:22:38"
"109","1","66","Ticket",NULL,NULL,"2018-12-11 14:23:00","2018-12-11 14:23:00"
"110","2",NULL,"Starters","starters.jpg","Delicious Starters","2018-12-11 14:08:36","2018-12-11 14:08:36"
"111","2",NULL,"Soup","soup.jpg","Delicious Soup","2018-12-11 14:08:36","2018-12-11 14:08:36"
"112","2",NULL,"Burgers","burgers.jpeg","Delicious Burger","2018-12-11 14:08:36","2018-12-11 14:08:36"
"113","2",NULL,"Sandwiches","sandwiches.jpg","Delicious Sandwiches","2018-12-11 14:08:36","2018-12-11 14:08:36"
"114","2",NULL,"Deals","deals.png","Exclusive Special Deals","2018-12-11 14:08:36","2018-12-11 14:08:36"
"115","3",NULL,"Petrol","patrol.png","Hi-def Petrol","2018-12-11 12:34:41","2018-12-11 12:34:41"
"116","4",NULL,"Charity",NULL,"Charity","2018-12-11 13:15:40","2018-12-11 13:15:40"
"117","5",NULL,"General Charity",NULL,"This is general charity for Halls4Jummah","2018-12-11 13:15:40","2018-12-11 13:15:40"
"118","5",NULL,"Zakat",NULL,"Zakat For Halls4Jummah","2018-12-11 13:15:40","2018-12-11 13:15:40"
"119","5",NULL,"Betty Brunker Hall",NULL,"Lever Street, London. EC1V 8EH","2018-12-11 13:15:40","2018-12-11 13:15:40"
"120","5",NULL,"Badminton Hall",NULL,"Golden Lane Leisure Centre, London, EC1Y 0SH	","2018-12-11 13:15:40","2018-12-11 13:15:40"
"121","5",NULL,"Wax Chandlers",NULL,"6 Gresham Street, London, EC2V 7AD","2018-12-11 13:15:40","2018-12-11 13:15:40"
